ST	ASP	GLN	GLT	GLY	PGM	TKT	UNC	group
115	27	33	22	31	43	9	1	7
115	27	33	22	31	43	9	1	7
117	1	6	29	29	40	32	3	7
117	1	6	29	29	40	32	3	7
123	2	6	8	5	8	25	1	7
123	2	6	8	5	8	25	1	7
136	17	2	1	5	2	1	5	7
136	17	2	1	5	2	1	5	7
143	2	2	8	47	8	2	5	7
144	17	2	8	5	8	2	21	7
145	4	4	36	5	57	45	31	7
146	14	7	10	4	1	7	1	7
152	1	6	7	2	40	42	29	7
152	1	6	7	2	40	42	29	7
153	1	41	7	2	40	32	3	7
153	1	41	7	2	40	32	3	7
166	35	5	11	3	38	25	2	7
175	39	5	9	4	8	46	21	7
176	37	2	9	2	8	46	23	7
177	17	2	8	5	8	2	4	7
177	17	2	8	5	8	2	4	7
177	17	2	8	5	8	2	4	7
177	17	2	8	5	8	2	4	7
178	2	45	2	4	19	3	1	7
179	1	6	7	2	40	32	3	7
180	1	7	10	2	1	7	1	7
182	27	33	22	3	43	9	1	7
183	27	31	34	5	57	45	31	7
194	17	4	1	2	8	1	5	7
196	17	5	9	5	8	2	6	7
198	17	47	36	5	8	2	1	7
199	35	5	9	5	8	46	2	7
200	41	43	9	5	8	46	3	7
201	4	1	12	3	2	1	5	7
203	17	7	10	30	1	7	4	7
208	26	2	9	51	8	46	5	7
209	27	33	29	49	43	9	1	7
214	17	1	12	49	2	1	4	7
217	7	1	1	4	7	1	2	7
219	1	4	2	2	6	3	1	7
220	1	6	29	2	40	32	3	7
220	1	6	29	2	40	32	3	7
220	1	6	29	2	40	32	3	7
220	1	6	29	2	40	32	3	7
408	1	7	10	4	1	7	1	7
408	1	7	10	4	1	7	1	7
21	2	1	1	3	2	1	5	8
42	1	2	3	4	5	9	3	8
45	4	7	10	4	1	7	1	8
45	4	7	10	4	1	7	1	8
45	4	7	10	4	1	7	1	8
45	4	7	10	4	1	7	1	8
53	2	1	21	3	2	1	5	8
53	2	1	21	3	2	1	5	8
61	1	4	2	2	6	3	17	8
137	4	7	10	4	42	7	1	8
448	61	70	22	18	2	74	47	8
522	2	1	21	9	2	57	5	8
522	2	1	21	9	2	57	5	8
618	1	4	2	2	6	3	5	8
618	1	4	2	2	6	3	5	8
677	10	81	50	99	120	76	52	8
677	10	81	50	99	120	76	52	8
802	18	100	22	104	113	105	6	8
805	76	33	77	104	2	109	31	8
809	18	22	77	98	6	86	16	8
